standid,longitude,latitude,main_species,vol_m3_per_ha,age_years,size_in_ha
22445500,27.4888,62.2375,spruce,34,22,0.9
18758000,27.5568,62.1402,spruce,130,29,1.5
11583500,27.4528,62.2347,spruce,183,83,1.3
27587000,27.7005,61.7301,spruce,106,32,0.6
26759500,27.8820,61.7245,spruce,351,79,1.2
26763500,27.8413,61.7198,pine,132,53,0.5
26759000,27.8234,61.7123,spruce,157,66,0.6
27586500,27.7001,61.7126,pine,43,33,1.7
1190500,27.6725,61.6906,pine,281,109,1.4
27587500,27.7421,61.7074,spruce,242,66,1.3
26761000,27.8829,61.6865,pine,203,71,0.6
26768500,27.6663,61.6758,spruce,228,56,1.1
26766500,27.7481,61.6782,pine,94,34,1.9
26561500,27.8104,61.6641,other,144,40,0.9
27569500,27.5410,61.7161,pine,112,66,1.1
26767000,27.6592,61.6699,pine,287,89,0.7
26560500,27.7431,61.6490,pine,217,67,1.8
26559500,27.6787,61.6448,spruce,144,39,1.1
26560000,27.8130,61.5888,birch,106,18,1.0
26561000,27.8316,61.6179,other,188,57,2.5
1178500,27.7439,61.6162,pine,242,97,1.8
17609500,27.7470,61.5641,pine,142,59,1.5
16034000,27.7784,61.5420,pine,103,44,0.9
17610500,27.7509,61.5267,other,207,79,0.7
16034500,27.7174,61.5155,spruce,179,60,1.3
18575500,27.7238,61.4606,pine,150,54,1.0
17609000,27.7079,61.5486,spruce,118,25,0.9
18562500,27.6730,61.3825,pine,321,86,0.8
18561500,27.6723,61.3449,pine,55,17,3.8
23245500,27.5559,61.3847,pine,155,38,0.5
9198500,26.4386,61.8061,spruce,89,31,1.0
22273500,26.4007,61.8953,spruce,142,45,1.0
21460000,26.4058,61.8745,spruce,201,46,1.1
9199000,26.3906,61.8115,pine,154,68,0.9
20895500,26.3719,61.9482,other,120,23,0.9
20896500,26.3455,61.9460,spruce,293,67,2.6
16511500,26.4704,62.1853,spruce,249,46,0.9
18480500,26.4331,62.1828,pine,111,31,0.9
19213500,26.3319,62.0741,spruce,261,73,0.9
18478000,26.4159,62.1584,other,102,37,0.7
20901500,26.4034,62.0846,pine,192,65,1.6
18847000,26.4060,62.0579,spruce,345,91,2.1
18845500,26.3294,62.0586,pine,128,50,0.6
16017000,26.2933,62.0793,spruce,261,64,1.3
18465000,26.5079,62.0940,spruce,112,50,1.1
21345500,26.4753,62.0524,pine,181,37,5.1
16017500,26.4589,62.0358,spruce,224,58,1.4
18845000,26.4252,62.0002,spruce,259,81,2.8
19209500,26.3551,62.1161,other,139,31,1.2
19212500,26.3379,62.1144,pine,28,11,1.5
18466000,26.4961,62.1065,pine,159,48,1.1
16513500,26.5126,62.1553,spruce,184,41,1.1
18466500,26.5266,62.1206,pine,151,48,2.3
18477500,26.3355,62.1832,pine,168,68,1.1
18480000,26.3321,62.1697,spruce,289,94,1.4
19209000,26.2555,62.1277,spruce,100,52,1.4
16019000,26.4883,62.2443,pine,121,29,1.9
15981500,26.4940,62.2404,pine,162,36,16.0
17371500,27.4834,62.3997,spruce,164,58,0.5
17373500,27.5456,62.3667,pine,87,25,0.7
17372000,27.4796,62.3829,pine,135,34,0.6
13683500,27.3123,62.4363,pine,132,41,1.6
13670500,27.3065,62.4239,pine,313,96,1.3
11532500,27.3324,62.3873,spruce,25,27,0.6
13671000,27.2734,62.4244,pine,157,49,1.3
13670000,27.2584,62.3979,spruce,253,85,0.8
11531000,27.3327,62.3926,spruce,149,26,1.7
13589500,27.1176,62.4528,spruce,221,91,2.6
13682500,27.4400,62.4529,pine,153,24,1.0
13591000,27.0812,62.4428,spruce,237,69,0.6
11533500,27.4570,62.3867,spruce,253,69,1.1
11534000,27.3437,62.4082,spruce,261,72,1.0
16452000,27.2227,62.3901,pine,117,38,5.3
16452500,27.1475,62.4323,pine,152,42,5.5
16454500,27.1195,62.4259,spruce,363,103,2.7
11529500,27.3308,62.4162,pine,155,40,1.4
14505000,27.0440,62.3602,spruce,179,56,1.0
11809500,26.9923,62.3006,pine,166,68,0.5
11808500,26.9891,62.2899,pine,67,22,1.0
11810000,26.9706,62.3054,birch,35,14,2.0
11810500,26.9489,62.3135,spruce,89,21,1.6
14486500,26.9212,62.3692,spruce,25,12,1.2
14517500,27.4316,62.2932,pine,369,105,1.4
14519500,27.4228,62.2943,pine,53,13,0.6
11585000,27.4333,62.2810,pine,133,46,2.4
11532000,27.3809,62.3429,other,107,31,1.1
15796500,27.3011,62.3144,birch,178,38,0.5
15797500,27.2937,62.3178,spruce,108,36,1.2
15796000,27.2628,62.3160,spruce,231,93,2.3
18375500,27.2291,62.2862,pine,76,31,4.2
18372500,27.1510,62.2658,pine,149,55,2.2
18372000,27.1244,62.2869,other,142,47,0.8
14505500,27.0846,62.3533,pine,126,28,1.3
14507500,27.0761,62.3815,spruce,61,17,2.4
13590000,27.0656,62.4125,pine,258,97,1.5
14487000,26.9142,62.3628,pine,227,74,3.5
14488000,26.9691,62.3351,spruce,201,93,0.7
14468500,26.8504,62.3814,pine,108,33,1.0
13586500,26.9083,62.4009,pine,50,20,1.1
13587000,26.8780,62.3888,other,110,28,1.0
16463000,26.8038,62.2451,pine,94,38,2.9
13586000,26.9018,62.4092,spruce,145,27,0.9
14303000,26.7371,62.2820,birch,115,25,0.8
14302500,26.7173,62.2743,spruce,274,97,2.2
17769500,26.7155,62.2534,spruce,135,37,0.8
27839500,27.1227,62.2593,spruce,209,60,0.6
22456500,27.6293,62.3147,spruce,38,17,0.9
26182000,27.6207,62.2859,spruce,43,14,2.0
22457000,27.5170,62.3048,spruce,218,62,1.7
22448500,27.5738,62.2950,pine,166,69,2.4
16264500,27.4927,62.3172,other,123,40,1.0
15994000,26.6687,62.2714,other,123,32,0.9
17769000,26.6633,62.2424,other,195,63,0.5
16514000,26.6451,62.2513,spruce,204,69,1.1
14301000,26.7401,62.3417,pine,194,59,2.0
14302000,26.6886,62.3307,spruce,161,45,0.6
14469000,26.7166,62.4225,pine,232,33,0.8
14468000,26.7395,62.3923,birch,35,29,1.2
13585500,26.8797,62.4112,spruce,39,11,0.6
14466000,26.8332,62.4081,pine,138,37,1.0
14467500,26.8248,62.4060,pine,29,21,8.3
21346000,26.7072,62.4292,spruce,254,90,1.0
13590500,27.1168,62.4552,spruce,194,84,0.7
13588000,26.9917,62.4482,spruce,90,19,0.7
15977500,28.0055,62.0909,pine,156,51,1.8
27661000,27.9896,61.8943,spruce,41,17,0.6
14111000,28.3899,61.5719,pine,320,56,0.9
14173500,28.2932,61.5145,pine,154,44,0.8
14839500,28.2347,61.9610,other,74,26,0.5
11108500,28.2171,61.9434,birch,120,24,2.0
11110000,28.2261,61.9056,spruce,177,37,1.6
22296500,28.1861,61.9802,spruce,116,70,0.7
11109000,28.1822,61.9303,other,148,31,0.9
27690000,28.1465,62.0308,spruce,43,15,1.2
27390500,28.1391,61.8772,pine,102,28,1.1
11124000,28.2674,61.8502,spruce,143,52,1.0
11122000,28.2004,61.8633,pine,300,83,1.3
27388000,28.1155,61.8210,other,148,34,1.8
26127500,28.2041,61.7767,pine,129,53,1.8
11226500,28.1397,61.7673,spruce,197,52,0.5
11225500,28.2761,61.7786,spruce,274,73,0.5
11234000,28.2550,61.7775,spruce,109,23,0.7
11231500,28.2331,61.7431,spruce,314,68,0.8
14408000,28.3234,61.7469,pine,107,19,0.7
9139000,28.3439,61.6630,spruce,137,30,0.8
14409000,28.2782,61.7250,other,151,37,0.7
14409500,28.2826,61.7021,pine,200,49,1.0
10916000,28.2465,61.6482,pine,147,40,1.3
14116000,28.2373,61.5707,pine,190,71,1.3
10917000,28.2355,61.6487,pine,168,66,0.7
10918000,28.1650,61.6844,pine,185,55,2.0
10918500,28.1523,61.7028,spruce,245,62,0.8
10917500,28.1914,61.6560,spruce,139,35,1.3
10915500,28.1749,61.6390,spruce,65,21,0.7
10919500,28.1613,61.6398,spruce,185,45,0.5
10916500,28.1758,61.6346,spruce,188,42,1.6
27400000,28.1307,61.7008,pine,167,61,2.2
27396000,28.1182,61.7194,other,48,29,0.9
14170000,28.2859,61.4742,pine,169,73,0.5
14114500,28.2443,61.5190,birch,40,15,0.7
14116500,28.2348,61.5467,pine,152,54,2.3
14204000,28.1299,61.4215,pine,194,52,1.3
17665000,28.0280,61.5256,pine,132,43,1.2
14200500,28.0332,61.4197,pine,70,15,1.2
14201000,28.0415,61.3967,pine,241,87,2.1
17449500,28.0207,61.5790,pine,129,31,1.2
14205000,28.0711,61.4467,spruce,260,56,0.8
27790500,28.0532,61.6216,pine,123,49,0.6
27395500,28.0407,61.7455,spruce,131,24,1.5
27399000,28.0218,61.7039,spruce,183,35,0.8
27790000,28.0266,61.6467,spruce,25,15,0.9
26760000,28.0221,61.6716,spruce,39,16,0.7
26880500,27.9681,61.6279,spruce,294,66,2.2
27396500,28.0770,61.7251,pine,64,36,0.5
27399500,28.0785,61.7279,pine,127,42,1.0
27398500,28.0696,61.7087,pine,158,63,1.8
27792000,28.0071,61.5974,pine,179,71,0.8
27397500,27.9757,61.7226,pine,246,78,2.4
27394500,27.9649,61.7145,pine,222,62,0.6
27394000,27.9250,61.7338,pine,279,90,3.1
26880000,27.9283,61.6295,pine,85,23,1.0
27791000,27.9702,61.5904,pine,164,66,1.0
21919000,28.0204,62.0952,spruce,36,15,1.1
21918500,28.1254,62.0790,pine,120,46,0.5
27684500,28.0328,62.0459,spruce,220,55,0.8
27687500,28.1079,62.0400,other,176,52,0.5
27689500,28.0237,61.9821,spruce,217,54,1.7
27690500,28.0903,61.9706,spruce,25,14,0.7
27665500,27.9845,61.9719,spruce,171,37,2.1
11123500,28.1465,61.8433,pine,156,33,1.1
27687000,28.1382,61.9775,other,131,27,1.3
27667000,28.0684,61.9431,spruce,80,29,0.6
27662500,28.0424,61.9098,spruce,122,68,2.0
27666000,28.1356,61.9417,other,159,36,2.6
22160000,28.0761,62.1717,pine,153,33,1.0
15929500,28.0244,62.1467,spruce,188,52,1.1
934500,28.0458,61.8817,spruce,27,16,0.6
26435500,28.0223,61.8513,pine,141,33,2.3
28022500,28.0471,61.8091,spruce,36,14,0.5
27390000,28.0048,61.8078,pine,241,67,0.6
27386500,27.9913,61.7975,spruce,266,51,1.4
27387000,27.9890,61.8029,spruce,196,60,1.7
27386000,27.9885,61.8112,other,106,23,0.7
27389000,28.1172,61.7838,spruce,112,31,1.5
18566000,27.9425,61.4232,pine,200,52,0.6
20850500,27.9162,61.4062,other,142,42,1.6
18566500,27.9331,61.4694,pine,70,117,0.6
14199000,27.9976,61.3960,spruce,32,19,0.6
17630500,27.9137,61.4794,pine,178,76,0.7
17632000,27.8683,61.5150,pine,275,80,2.4
20848500,27.8435,61.3764,pine,170,38,0.9
20850000,27.9476,61.3802,birch,171,86,1.3
17631000,27.8347,61.4768,pine,74,24,1.4
17624500,27.8700,61.5721,other,139,33,1.3
26121500,27.8688,61.5665,spruce,79,74,0.8
20849500,27.9433,61.3698,pine,223,111,0.8
15978000,28.2064,62.1611,other,146,39,1.0
14109500,28.5480,61.5636,pine,163,54,0.6
14108500,28.5439,61.5538,spruce,175,37,1.4
10962500,28.7544,61.6200,pine,118,38,0.6
10964000,28.7993,61.5872,spruce,171,38,1.0
17312000,28.7269,61.7305,birch,20,12,0.8
14390000,28.6667,61.8643,pine,115,41,0.9
14491000,28.5894,61.8539,birch,67,17,1.4
19166500,28.6348,61.7727,pine,147,70,0.8
17485000,28.5161,61.8323,pine,124,38,3.3
14490500,28.5138,61.8801,spruce,61,16,1.1
14490000,28.5018,61.9022,pine,129,30,1.5
16365500,28.6179,61.9631,spruce,220,44,0.7
16367500,28.6223,61.9654,birch,116,17,1.6
16366500,28.6144,61.9737,spruce,21,9,0.6
16367000,28.6021,61.9796,pine,248,72,1.8
16366000,28.5834,61.9742,spruce,223,43,0.6
14420500,28.4093,61.6959,pine,164,44,0.6
1938500,28.5654,61.9196,pine,203,68,1.6
17237500,28.5174,61.9999,spruce,260,56,2.2
14420000,28.4377,61.7085,pine,46,10,0.6
14419500,28.4345,61.7120,pine,206,47,0.7
18326000,28.5590,61.7181,pine,132,47,0.7
17510500,28.7429,61.7059,other,115,34,0.6
14419000,28.4514,61.6938,spruce,275,58,0.8
14421500,28.4618,61.6964,pine,237,43,3.1
17510000,28.7198,61.6982,pine,243,44,0.6
19167000,28.6249,61.7056,other,165,34,0.6
18326500,28.5866,61.6948,spruce,42,14,1.8
18327000,28.5479,61.7025,pine,171,41,2.0
17509500,28.7466,61.6733,spruce,187,64,1.6
17429500,28.5648,61.6351,pine,179,84,1.2
17430500,28.6231,61.6243,other,221,74,0.9
14418500,28.4815,61.6502,spruce,166,49,0.6
14418000,28.4624,61.6391,birch,25,11,0.8
17429000,28.6636,61.6227,spruce,163,42,1.3
21915500,28.2744,62.1609,pine,101,45,0.6
14281000,28.3650,62.0875,spruce,280,61,2.7
9001000,28.4157,61.5857,pine,199,73,1.7
14489500,28.4259,61.9072,pine,207,75,1.2
14307000,28.4427,61.9540,spruce,89,32,2.2
14280500,28.4560,62.0591,other,235,42,1.7
17237000,28.4290,61.9745,pine,112,33,2.1
14555000,28.4216,62.0182,spruce,291,73,1.9
14840000,28.3809,61.9174,birch,141,49,0.5
14838000,28.4037,61.8955,spruce,162,37,1.6
14556000,28.3651,62.0275,birch,41,11,5.0
14308500,28.3125,62.0000,spruce,208,114,2.3
14837000,28.3154,61.9103,pine,52,17,2.0
14839000,28.2973,61.9329,pine,140,36,2.0
14837500,28.3044,61.9234,spruce,161,36,1.7
17340000,28.2597,61.9716,other,173,33,0.7
14553500,28.2359,62.0448,other,168,32,1.2
14553000,28.2314,62.0394,spruce,87,27,0.9
14554000,28.1970,62.0538,spruce,338,76,2.2
11229000,28.4066,61.7932,pine,364,90,1.0
14492000,28.4478,61.8735,spruce,364,89,1.4
14838500,28.2978,61.9023,spruce,93,28,0.9
17487000,28.4179,61.8239,spruce,120,49,1.3
14762500,28.3160,61.8318,pine,137,48,0.9
9136500,28.4238,61.6190,pine,150,46,1.2
9137500,28.4070,61.6479,pine,204,56,1.6
9137000,28.4022,61.6409,pine,335,87,1.9
9136000,28.3944,61.6604,pine,86,25,0.9
14410000,28.3679,61.7176,pine,334,88,1.1
22159000,28.2293,62.1380,spruce,243,88,0.8
15979000,28.2300,62.1742,spruce,278,72,0.9
22160500,28.1505,62.1591,other,72,32,0.7
22179000,28.3089,62.1233,pine,112,86,0.9
21916000,28.2643,62.1279,pine,222,61,1.0
11358000,28.2557,62.0776,pine,73,48,1.8
24210500,29.3391,61.9093,other,58,19,1.2
24406000,29.4181,61.8571,other,38,14,1.1
24208000,29.3677,61.8867,pine,132,57,0.6
24406500,29.3088,61.8579,other,168,29,1.1
24294000,29.6281,61.8194,pine,106,46,1.8
24301000,29.3169,61.7983,pine,366,91,6.9
24292000,29.5853,61.7733,other,79,23,1.0
24292500,29.5476,61.7459,spruce,155,42,0.6
24290000,29.5943,61.7545,spruce,132,25,1.1
24293500,29.5377,61.7380,other,205,62,0.7
24298500,29.5338,61.7240,spruce,338,76,2.2
24300500,29.3638,61.7444,pine,213,69,0.7
24297500,29.2949,61.7680,pine,244,57,1.0
24302000,29.4261,61.7223,spruce,245,54,0.9
24325500,29.3762,61.6950,pine,196,71,3.3
24181500,29.4129,62.0096,spruce,256,83,1.7
24182000,29.3714,62.0053,birch,23,27,0.9
24181000,29.3283,62.0134,spruce,134,50,0.7
24192000,29.2819,61.9710,birch,197,34,1.0
24193000,29.3265,61.9465,other,118,36,0.9
24213500,29.2984,61.9316,pine,146,33,1.0
24213000,29.2840,61.9463,pine,180,46,2.3
24195500,29.4254,61.9539,spruce,189,50,0.8
24194500,29.5504,61.9441,other,207,61,1.8
24195000,29.5328,61.9592,spruce,122,29,1.4
24176500,29.4610,62.0382,other,187,50,1.9
24178000,29.4015,62.0881,other,85,30,0.7
26492500,29.3202,62.1107,pine,178,43,0.9
26491000,29.2917,62.0848,pine,199,49,1.4
24435500,29.2903,62.0453,spruce,121,29,0.9
26489500,29.2521,62.1100,other,194,48,1.0
24434500,29.2688,62.0098,pine,204,43,1.5
26453000,29.2991,62.1723,other,154,50,0.6
26488500,29.3113,62.1322,pine,145,35,0.5
26488000,29.2919,62.1341,other,131,44,1.0
26490500,29.2399,62.0605,spruce,66,26,0.9
26494500,29.2293,62.0574,pine,166,56,1.1
26800500,29.1982,62.1659,pine,148,33,0.7
26489000,29.1825,62.1454,pine,260,55,2.3
24191000,29.1704,62.0223,spruce,112,30,2.4
24433500,29.1332,62.0245,other,69,25,2.3
26799500,29.1250,62.1747,pine,194,50,3.7
2000,29.1199,62.0890,birch,109,35,3.7
24435000,29.0922,62.0572,pine,135,43,4.1
23872500,29.0420,62.0188,spruce,261,68,1.3
13500,28.9801,62.1070,pine,147,39,0.6
24433000,29.0779,62.0526,other,130,32,0.8
3000,29.0729,62.0767,pine,63,19,1.7
6500,28.9433,62.1517,spruce,181,36,1.1
21866500,28.9795,62.1426,pine,141,38,0.8
500,29.0028,62.1509,spruce,206,86,1.6
24415000,28.9617,62.0185,pine,58,19,0.7
24183000,29.2982,61.9911,other,77,26,2.6
24214000,29.2076,61.8988,spruce,204,57,0.8
24212000,29.2165,61.9416,pine,316,67,1.5
24210000,29.2124,61.9440,pine,383,86,2.9
24106500,29.1952,61.8714,pine,230,63,0.7
24192500,29.1793,61.9787,spruce,195,43,2.8
24106000,29.1348,61.8717,spruce,319,85,1.5
24212500,29.1360,61.9479,spruce,178,39,0.6
24105000,29.1293,61.9189,pine,40,18,3.1
23874500,29.1058,61.9510,pine,131,44,1.2
24105500,29.0916,61.8895,other,140,35,0.7
24104000,29.0899,61.9377,spruce,62,20,2.6
24104500,29.1054,61.8778,spruce,245,57,5.0
24088500,29.0831,61.8700,other,119,44,1.0
23873500,29.0516,61.9812,pine,235,74,1.1
23873000,29.0300,61.9929,pine,246,80,1.3
24087000,28.9924,61.9196,pine,260,67,1.5
23858000,28.9901,61.9846,other,117,41,2.8
24302500,29.1976,61.8058,pine,175,59,0.9
24090500,29.1437,61.8293,other,125,35,0.7
24413000,28.9087,62.0216,pine,35,52,0.7
24414000,28.8908,62.0251,other,124,34,0.9
24410500,28.7944,62.0429,spruce,96,28,1.4
6000,28.8714,62.1480,spruce,288,36,1.4
8000,28.8369,62.1626,birch,214,34,2.3
1500,28.6970,62.1291,pine,44,24,3.5
1953000,28.6903,62.1016,pine,258,85,1.9
24412500,28.9419,62.0156,spruce,257,50,1.3
24415500,28.7607,62.0625,other,74,23,1.1
26728000,29.2132,62.3629,spruce,146,46,0.6
26454000,29.2664,62.2126,spruce,247,59,0.5
26449000,29.3059,62.2352,spruce,211,56,1.1
26729500,29.2596,62.3262,spruce,206,63,1.0
26730500,29.2601,62.2988,pine,123,34,1.1
26447500,29.1952,62.2454,spruce,36,13,0.5
26730000,29.2068,62.3226,spruce,133,46,2.0
21907500,29.1907,62.2760,pine,126,33,0.9
26444500,29.1826,62.2853,spruce,259,68,1.5
26450000,29.1404,62.2539,spruce,301,51,0.6
26445000,29.1657,62.2772,spruce,222,65,0.9
26443000,29.1488,62.2885,spruce,275,71,0.8
26787500,29.0618,62.2454,pine,187,60,1.7
26791000,29.0063,62.2397,spruce,242,51,9.8
26792000,29.0755,62.2254,pine,189,54,1.5
26733500,29.1137,62.3344,pine,158,73,1.2
26738000,29.0244,62.3561,other,98,25,0.6
26741500,29.0292,62.3425,spruce,126,29,3.8
26751500,29.0055,62.3262,pine,121,50,1.8
26442000,29.0576,62.2963,pine,221,62,7.2
26443500,29.1000,62.2876,pine,147,47,0.9
26734500,29.0793,62.3712,spruce,175,59,4.0
26736000,29.1750,62.3741,spruce,36,13,0.6
26754000,28.9234,62.3261,spruce,185,56,0.8
26772500,28.8778,62.3071,pine,158,53,5.0
26774500,28.8631,62.2905,pine,102,42,0.7
26781500,28.9351,62.2890,spruce,168,43,1.1
1000,28.7195,62.1876,pine,37,74,0.9
8500,28.7428,62.1790,birch,152,37,0.7
26797000,28.9822,62.1815,spruce,252,53,1.2
26975500,28.8182,62.6086,spruce,45,15,5.9
26980000,28.6644,62.6153,spruce,233,47,3.1
26899000,29.0283,62.4998,pine,136,59,2.4
26991500,28.8099,62.5743,spruce,162,32,1.4
26971500,28.8140,62.5743,other,131,39,0.8
26981500,28.6713,62.5564,spruce,205,49,2.5
26993000,28.6269,62.5544,other,107,35,1.7
26982500,28.6138,62.5848,pine,109,61,5.8
26982000,28.6238,62.5778,spruce,81,31,1.3
26994000,28.5533,62.5542,spruce,317,75,1.7
26981000,28.5622,62.5693,pine,270,75,1.1
26907000,28.9100,62.5228,spruce,79,23,1.8
26744500,28.9576,62.3463,spruce,122,38,0.8
26755000,28.8695,62.3551,other,100,37,1.2
26756000,28.8614,62.3523,other,118,29,1.4
26917000,29.0220,62.4034,pine,223,56,6.3
26916000,28.9983,62.3862,spruce,166,64,0.6
26764000,28.7998,62.3473,spruce,317,65,1.3
26772000,28.8463,62.3101,pine,76,50,0.8
26773000,28.7929,62.3140,spruce,190,55,0.8
35500,28.7076,62.3282,spruce,310,87,0.9
36500,28.6276,62.3029,spruce,76,102,0.6
32000,28.6297,62.2793,pine,142,91,0.7
33000,28.6579,62.2599,pine,161,42,1.0
21500,28.2964,62.4708,spruce,155,48,1.3
26903000,28.9182,62.4743,other,123,30,0.9
26908000,28.8803,62.4410,spruce,105,25,0.6
26901000,29.0056,62.4709,other,134,38,0.9
26902000,28.9764,62.4718,other,186,34,1.0
26900500,29.0134,62.4916,pine,231,41,0.6
26910500,28.8970,62.4401,pine,200,56,0.6
26908500,28.9246,62.4275,spruce,244,54,3.8
26577000,29.0556,62.4283,spruce,54,18,1.5
26916500,29.0008,62.4193,spruce,21,12,2.3
26930000,28.8400,62.3841,pine,39,58,1.1
26770000,28.8161,62.3679,spruce,215,39,1.3
26771000,28.7760,62.3652,spruce,87,24,0.7
26770500,28.7331,62.3786,spruce,97,42,0.5
23000,28.3317,62.4011,pine,185,42,1.9
26995000,28.5445,62.5317,spruce,134,27,1.0
26992500,28.6545,62.5120,other,167,63,0.8
26906500,28.8326,62.5236,spruce,301,41,0.7
26991000,28.7747,62.5130,spruce,202,61,0.9
26910000,28.7849,62.4858,spruce,125,46,0.8
43500,28.5429,62.4538,spruce,159,30,0.7
26909000,28.8010,62.4567,pine,151,55,1.5
26909500,28.7705,62.4494,pine,301,69,0.8
26997000,28.6547,62.4872,spruce,187,62,0.5
28000,28.6685,62.4368,birch,160,32,0.9
25000,28.5737,62.4131,spruce,84,30,7.1
26261500,28.5408,62.3702,pine,162,64,1.2
37000,28.6300,62.3617,pine,167,42,1.4
40500,28.4532,62.4946,spruce,264,109,1.9
34500,28.4167,62.4578,spruce,70,17,1.2
26995500,28.5088,62.5448,spruce,176,34,1.2
24325000,29.3196,61.6898,pine,161,27,1.0
24389500,29.0853,61.5516,spruce,317,57,2.0
24388500,29.0622,61.5472,spruce,266,51,4.6
24389000,29.0576,61.5607,spruce,322,83,0.6
24324500,29.2951,61.6677,pine,189,68,0.5
24327500,29.2853,61.6391,pine,232,78,2.1
24326500,29.2592,61.6184,other,83,32,0.9
24328000,29.2468,61.6071,spruce,141,29,1.0
24113000,29.2052,61.6755,pine,264,78,1.4
24393000,29.1901,61.5943,spruce,237,52,2.2
24385500,29.1206,61.5920,spruce,35,13,1.0
24386000,28.9690,61.5981,other,152,47,2.1
24092500,29.0265,61.8705,pine,30,73,3.3
16413000,28.9430,61.9102,spruce,274,58,1.3
24111500,29.1943,61.7207,pine,264,78,1.0
24112000,29.1969,61.7312,spruce,204,58,0.6
24112500,29.1350,61.7570,pine,269,75,0.9
24113500,29.1778,61.7105,other,57,24,1.0
24122000,29.1115,61.7357,spruce,204,65,2.5
24089500,29.0908,61.8284,spruce,179,33,0.6
24299000,29.1768,61.7928,other,111,42,0.6
24091500,29.1111,61.8091,pine,183,72,0.8
24090000,29.0631,61.8146,spruce,63,22,1.0
24118000,29.0726,61.7371,other,181,45,2.2
24120000,29.0474,61.7230,pine,196,68,1.5
24122500,29.0530,61.7242,pine,140,58,0.6
24118500,29.0642,61.7569,spruce,281,59,3.9
24119000,29.0934,61.7166,spruce,248,55,1.7
24091000,29.1156,61.8335,pine,142,46,1.7
24089000,29.0455,61.8051,pine,151,44,0.7
24088000,29.0269,61.8876,spruce,286,69,1.8
24092000,28.9819,61.8310,spruce,43,17,1.2
19424500,28.8918,61.7750,pine,155,49,0.7
10964500,28.9257,61.5410,pine,72,18,4.9
24121000,28.9524,61.7874,spruce,190,65,1.0
1962000,28.8407,61.8371,spruce,225,59,3.8
19423000,28.7824,61.7786,pine,213,73,2.2
14391000,28.7619,61.8647,pine,327,70,0.5
14392500,28.8021,61.8538,spruce,335,65,0.7
19423500,28.7463,61.7753,pine,103,19,0.6
24397500,28.8449,61.9955,spruce,308,67,3.0
23859000,28.8732,61.9627,spruce,308,76,1.4
16414000,28.8830,61.9286,other,84,22,1.0
16412500,28.8450,61.9101,pine,128,47,1.7
24399500,28.7828,62.0000,spruce,202,50,2.2
22342500,28.8272,61.9233,birch,206,38,4.8
24397000,28.7321,62.0321,spruce,304,73,2.7
16504000,28.8503,61.6505,birch,63,23,0.7
16503500,28.8623,61.6415,other,248,49,1.2
24398500,28.6931,62.0558,other,247,67,0.9
26726500,29.2214,62.3958,other,217,67,2.9
24187500,29.5737,62.0000,pine,135,32,2.8
24187000,29.5499,62.0021,other,178,44,1.8
24298000,29.5368,61.6879,pine,260,70,2.8
24301500,29.5000,61.6853,other,178,40,0.7
24299500,29.5150,61.6821,spruce,159,47,1.1
14170500,28.3504,61.4735,pine,48,19,1.0
14213000,28.2769,61.4496,spruce,178,52,1.8
14212500,28.2271,61.4098,pine,168,62,1.2
14211000,28.2529,61.4006,pine,203,61,0.8
14199500,28.0787,61.3869,pine,237,63,1.6
21451000,27.3570,61.2380,pine,185,54,1.8
21465500,27.2898,61.2290,pine,22,68,1.5
9104500,27.3057,61.1812,pine,189,38,3.5
10910500,26.5587,61.2750,spruce,246,60,0.6
3342500,24.2655,65.8028,birch,94,88,0.5
3152000,24.9280,65.7104,pine,160,71,1.4
3132500,25.1333,65.6883,pine,50,53,0.7
3148500,25.0750,65.6857,pine,77,52,8.6
3153500,24.9948,65.6931,pine,149,69,3.3
3150500,24.9849,65.6582,birch,79,32,0.6
2048000,24.5035,65.7612,pine,67,27,0.7
2048500,24.4316,65.7532,other,92,61,9.5
3137500,24.8278,65.7084,pine,68,47,0.8
3150000,24.9826,65.6523,pine,71,92,0.8
3154000,24.9319,65.6502,spruce,116,78,0.7
3148000,25.1264,65.6275,pine,88,29,1.3
22317000,28.4690,66.2907,pine,38,66,2.1
22319000,28.3889,66.2593,pine,99,33,3.5
22320000,28.3627,66.2581,pine,44,21,1.1
22316500,28.3692,66.2913,pine,81,46,0.7
22307000,28.3155,66.2454,pine,34,72,1.2
22306000,28.2272,66.1948,pine,112,109,5.5
22278500,28.2021,66.1237,pine,76,71,0.6
22255500,28.2450,66.1051,spruce,90,63,1.1
22256500,28.2115,66.0882,pine,88,90,0.7
22258000,28.1623,66.0913,pine,39,83,2.2
23804500,28.5308,66.1467,pine,63,59,0.9
23813000,28.4960,66.1684,pine,40,27,1.2
23802000,28.5348,66.1021,pine,62,63,3.8
22269000,28.4306,66.1371,pine,90,109,1.5
22258500,28.0629,66.0926,pine,76,99,1.9
20870000,27.9994,66.0522,pine,80,116,9.1
20869500,27.9869,66.0477,pine,62,117,2.8
23780000,29.1933,66.7089,other,57,67,1.0
23753000,29.2502,66.6489,other,85,93,2.1
23773500,29.0016,66.4520,spruce,113,102,0.5
23754500,29.0149,66.5864,pine,120,111,1.1
23743500,28.9925,66.4738,pine,92,80,2.2
23746000,28.9280,66.5292,pine,20,75,1.2
